ProviderId,DataYear,FiscalYear,AHRQ_PSI_90_Score,CLABSI_Score,CAUTI_Score,SSI_Score
050038,2016,2016,8.0000,3,6,10
050039,2014,2015,10,1,2,NULL
050039,2015,2016,10,1,3,1
050039,2016,2016,10.0000,1,3,1
050040,2014,2015,5,7,8,NULL
050040,2015,2016,3,7,7,3
050040,2016,2016,3.0000,7,7,3
050042,2014,2015,1,Not Available,Not Available,NULL
050042,2015,2016,2,Not Available,Not Available,4
050042,2016,2016,2.0000,N/A,N/A,4
050043,2014,2015,5,5,4,NULL
050043,2015,2016,7,2,2,7
050043,2016,2016,7.0000,2,2,7
050045,2014,2015,4,10,9,NULL
050045,2015,2016,8,10,9,10
050045,2016,2016,8.0000,10,9,10
050047,2014,2015,4,3,5,NULL
050047,2015,2016,7,5,10,8
050047,2016,2016,7.0000,5,10,8
050054,2014,2015,8,1,3,NULL
050054,2015,2016,5,1,3,1
050054,2016,2016,5.0000,1,3,1
050055,2014,2015,8,3,4,NULL
050055,2015,2016,9,9,5,7
050055,2016,2016,9.0000,9,5,7
050056,2014,2015,10,6,7,NULL
050056,2015,2016,10,9,7,8
050056,2016,2016,10.0000,9,7,8
050057,2014,2015,9,3,3,NULL
050057,2015,2016,3,3,2,5
050057,2016,2016,3.0000,3,2,5
050058,2014,2015,2,7,6,NULL
050058,2015,2016,1,1,9,3
050058,2016,2016,1.0000,1,9,3
050060,2014,2015,10,8,9,NULL
050060,2015,2016,10,9,9,8
050060,2016,2016,10.0000,9,9,8
050063,2014,2015,6,3,8,NULL
050063,2015,2016,9,2,8,7
050063,2016,2016,9.0000,2,8,7
050067,2014,2015,4,Not Available,Not Available,NULL
050067,2015,2016,6,Not Available,Not Available,Not Available
050067,2016,2016,6.0000,N/A,N/A,N/A
050069,2014,2015,8,7,8,NULL
050069,2015,2016,8,4,10,8
050069,2016,2016,8.0000,4,10,8
050070,2014,2015,6,1,5,NULL
050070,2015,2016,6,1,5,6
050070,2016,2016,6.0000,1,5,6
050071,2014,2015,8,3,4,NULL
050071,2015,2016,3,4,7,8
050071,2016,2016,3.0000,4,7,8
050072,2014,2015,3,5,4,NULL
050072,2015,2016,8,7,8,9
050072,2016,2016,8.0000,7,8,9
050073,2014,2015,8,10,10,NULL
050073,2015,2016,8,10,10,5
050073,2016,2016,8.0000,10,10,5
050075,2014,2015,8,7,8,NULL
050075,2015,2016,5,7,9,9
050075,2016,2016,5.0000,7,9,9
050076,2014,2015,8,4,7,NULL
050076,2015,2016,2,3,6,10
050076,2016,2016,2.0000,3,6,10
050077,2014,2015,6,10,9,NULL
050077,2015,2016,3,7,8,10
050077,2016,2016,3.0000,7,8,10
050078,2014,2015,7,6,7,NULL
050078,2015,2016,8,6,9,1
050078,2016,2016,8.0000,6,9,1
050079,2014,2015,8,9,4,NULL
050082,2014,2015,9,5,7,NULL
050082,2015,2016,10,3,4,6
050082,2016,2016,10.0000,3,4,6
050084,2014,2015,3,4,3,NULL
050084,2015,2016,2,5,3,10
050084,2016,2016,2.0000,5,3,10
050089,2014,2015,3,8,7,NULL
050089,2015,2016,5,6,1,1
050089,2016,2016,5.0000,6,1,1
050090,2014,2015,7,Not Available,1,NULL
050090,2015,2016,8,Not Available,1,1
050090,2016,2016,8.0000,N/A,1,1
050091,2014,2015,2,10,9,NULL
050091,2015,2016,3,10,8,Not Available
050091,2016,2016,3.0000,10,8,N/A
050093,2014,2015,7,8,8,NULL
050093,2015,2016,8,7,7,6
050093,2016,2016,8.0000,7,7,6
050096,2014,2015,6,Not Available,Not Available,NULL
050096,2015,2016,6,Not Available,Not Available,Not Available
050096,2016,2016,6.0000,N/A,N/A,N/A
050099,2014,2015,7,8,8,NULL
050099,2015,2016,Not Available (4),7,10,9
050099,2016,2016,N/A,7,10,9
050100,2014,2015,10,3,8,NULL
050100,2015,2016,3,4,10,9
050100,2016,2016,3.0000,4,10,9
050101,2014,2015,8,3,9,NULL
050101,2015,2016,3,1,9,4
050101,2016,2016,3.0000,1,9,4
050102,2014,2015,2,4,9,NULL
050102,2015,2016,5,7,8,5
050102,2016,2016,5.0000,7,8,5
050103,2014,2015,4,9,10,NULL
050103,2015,2016,6,9,8,1
050103,2016,2016,6.0000,9,8,1
050104,2014,2015,3,10,6,NULL
050104,2015,2016,4,10,10,7
050104,2016,2016,4.0000,10,10,7
050107,2014,2015,2,4,3,NULL
050107,2015,2016,1,3,7,2
050107,2016,2016,1.0000,3,7,2
050108,2014,2015,1,3,4,NULL
050108,2015,2016,5,3,5,7
050108,2016,2016,5.0000,3,5,7
050110,2014,2015,1,1,1,NULL
050110,2015,2016,3,1,1,6
050110,2016,2016,3.0000,1,1,6
050111,2014,2015,2,Not Available,1,NULL
050112,2014,2015,8,9,4,NULL
050112,2015,2016,7,9,7,9
050112,2016,2016,7.0000,9,7,9
050113,2014,2015,4,1,1,NULL
050113,2015,2016,3,1,1,8
050113,2016,2016,3.0000,1,1,8
050115,2014,2015,7,5,10,NULL
050115,2015,2016,5,4,9,9
050115,2016,2016,5.0000,4,9,9
050116,2014,2015,3,9,10,NULL
050116,2015,2016,7,6,10,8
050116,2016,2016,7.0000,6,10,8
050118,2014,2015,5,6,3,NULL
050118,2015,2016,2,1,3,3
050118,2016,2016,2.0000,1,3,3
050121,2014,2015,5,5,9,NULL
050121,2015,2016,3,8,10,9
050121,2016,2016,3.0000,8,10,9
050122,2014,2015,10,4,6,NULL
050122,2015,2016,10,9,10,7
050122,2016,2016,10.0000,9,10,7
050124,2014,2015,7,1,9,NULL
050124,2015,2016,9,10,9,4
050124,2016,2016,9.0000,10,9,4
050125,2014,2015,10,6,4,NULL
050125,2015,2016,9,8,6,5
050125,2016,2016,9.0000,8,6,5
050126,2014,2015,3,9,5,NULL
050126,2015,2016,3,8,5,7
050126,2016,2016,3.0000,8,5,7
050127,2014,2015,7,4,1,NULL
050127,2015,2016,6,1,2,10
050127,2016,2016,6.0000,1,2,10
050128,2014,2015,8,4,8,NULL
050128,2015,2016,7,6,9,8
050128,2016,2016,7.0000,6,9,8
050129,2014,2015,2,7,7,NULL
050129,2015,2016,4,4,5,3
050129,2016,2016,4.0000,4,5,3
050131,2014,2015,3,1,8,NULL
050131,2015,2016,9,1,5,9
050131,2016,2016,9.0000,1,5,9
050132,2014,2015,8,6,8,NULL
050132,2015,2016,8,7,7,7
050132,2016,2016,8.0000,7,7,7
050133,2014,2015,10,10,9,NULL
050133,2015,2016,9,10,10,10
050133,2016,2016,9.0000,10,10,10
050135,2014,2015,2,10,2,NULL
050135,2015,2016,1,8,3,7
050135,2016,2016,1.0000,8,3,7
050136,2014,2015,2,Not Available,5,NULL
050136,2015,2016,5,1,1,1
050136,2016,2016,5.0000,1,1,1
050137,2014,2015,6,4,8,NULL
050137,2015,2016,7,3,7,2
050137,2016,2016,7.0000,3,7,2
050138,2014,2015,3,6,5,NULL
050138,2015,2016,9,4,6,7
050138,2016,2016,9.0000,4,6,7
050139,2014,2015,5,2,6,NULL
050139,2015,2016,6,3,5,4
050139,2016,2016,6.0000,3,5,4
050140,2014,2015,9,2,5,NULL
050140,2015,2016,7,4,6,5
050140,2016,2016,7.0000,4,6,5
050145,2014,2015,8,2,2,NULL
050145,2015,2016,7,3,3,5
050145,2016,2016,7.0000,3,3,5
050149,2014,2015,5,5,8,NULL
050149,2015,2016,5,5,8,3
050149,2016,2016,5.0000,5,8,3
050150,2014,2015,1,1,1,NULL
050150,2015,2016,2,1,5,2
050150,2016,2016,2.0000,1,5,2
050152,2014,2015,7,5,3,NULL
050152,2015,2016,2,5,5,Not Available
050152,2016,2016,2.0000,5,5,N/A
050153,2014,2015,4,2,5,NULL
050153,2015,2016,5,3,7,5
050153,2016,2016,5.0000,3,7,5
050158,2014,2015,3,1,1,NULL
050158,2015,2016,1,1,5,Not Available
050158,2016,2016,1.0000,1,5,N/A
050159,2014,2015,10,10,9,NULL
050159,2015,2016,10,10,7,9
050159,2016,2016,10.0000,10,7,9
050167,2014,2015,7,7,2,NULL
050167,2015,2016,7,9,2,9
050167,2016,2016,7.0000,9,2,9
050168,2014,2015,3,4,6,NULL
050168,2015,2016,3,8,5,5
050168,2016,2016,3.0000,8,5,5
050169,2014,2015,9,3,8,NULL
050169,2015,2016,9,2,8,8
050169,2016,2016,9.0000,2,8,8
050174,2014,2015,7,1,8,NULL
050174,2015,2016,4,1,7,6
050174,2016,2016,4.0000,1,7,6
050179,2014,2015,9,10,10,NULL
050179,2015,2016,7,6,9,6
050179,2016,2016,7.0000,6,9,6
050180,2014,2015,8,8,9,NULL
050180,2015,2016,9,9,10,7
050180,2016,2016,9.0000,9,10,7
050189,2014,2015,7,Not Available,6,NULL
050189,2015,2016,7,Not Available,Not Available,Not Available
050189,2016,2016,7.0000,N/A,N/A,N/A
050191,2014,2015,1,4,3,NULL
050191,2015,2016,3,3,3,3
050191,2016,2016,3.0000,3,3,3
050192,2014,2015,7,Not Available,Not Available,NULL
050192,2015,2016,7,Not Available,Not Available,Not Available
050192,2016,2016,7.0000,N/A,N/A,N/A
050194,2014,2015,8,1,4,NULL
050194,2015,2016,3,1,1,8
050194,2016,2016,3.0000,1,1,8
050195,2014,2015,5,8,5,NULL
050195,2015,2016,4,9,4,6
050195,2016,2016,4.0000,9,4,6
050196,2014,2015,7,Not Available,Not Available,NULL
050196,2015,2016,Not Available,Not Available,Not Available,Not Available
050196,2016,2016,N/A,N/A,N/A,N/A
050197,2014,2015,2,7,4,NULL
050197,2015,2016,3,8,3,9
050197,2016,2016,3.0000,8,3,9
050204,2014,2015,4,1,1,NULL
050204,2015,2016,2,1,1,1
050204,2016,2016,2.0000,1,1,1
050205,2014,2015,3,Not Available,1,NULL
050205,2015,2016,4,Not Available,4,Not Available
050205,2016,2016,4.0000,N/A,4,N/A
050211,2014,2015,2,1,1,NULL
050211,2015,2016,2,1,1,Not Available
050211,2016,2016,2.0000,1,1,N/A
050222,2014,2015,3,7,6,NULL
050222,2015,2016,4,5,8,8
050222,2016,2016,4.0000,5,8,8
050224,2014,2015,7,4,6,NULL
050224,2015,2016,2,6,5,7
050224,2016,2016,2.0000,6,5,7
050225,2014,2015,8,1,3,NULL
050225,2015,2016,9,1,4,3
050225,2016,2016,9.0000,1,4,3
050226,2014,2015,10,8,4,NULL
050226,2015,2016,10,9,4,3
050226,2016,2016,10.0000,9,4,3
050228,2014,2015,10,3,8,NULL
050228,2015,2016,9,4,7,7
050228,2016,2016,9.0000,4,7,7
050230,2014,2015,1,10,10,NULL
050230,2015,2016,1,10,10,1
050230,2016,2016,1.0000,10,10,1
050231,2014,2015,1,8,10,NULL
050231,2015,2016,3,8,10,4
050231,2016,2016,3.0000,8,10,4
050232,2014,2015,2,8,3,NULL
050232,2015,2016,1,9,6,3
050232,2016,2016,1.0000,9,6,3
050234,2014,2015,9,10,4,NULL
050234,2015,2016,6,10,6,Not Available
050234,2016,2016,6.0000,10,6,N/A
050235,2014,2015,1,10,10,NULL
050235,2015,2016,2,9,10,8
050235,2016,2016,2.0000,9,10,8
050236,2014,2015,2,10,10,NULL
050236,2015,2016,8,10,9,4
050236,2016,2016,8.0000,10,9,4
050238,2014,2015,1,8,5,NULL
050238,2015,2016,2,3,6,3
050238,2016,2016,2.0000,3,6,3
050239,2014,2015,4,5,9,NULL
050239,2015,2016,3,4,9,6
050239,2016,2016,3.0000,4,9,6
050242,2014,2015,2,7,6,NULL
050242,2015,2016,1,4,3,2
050242,2016,2016,1.0000,4,3,2
050243,2014,2015,4,3,3,NULL
050243,2015,2016,4,5,3,4
050243,2016,2016,4.0000,5,3,4
050245,2014,2015,9,7,7,NULL
050245,2015,2016,10,4,6,8
050245,2016,2016,10.0000,4,6,8
050248,2014,2015,7,10,10,NULL
050248,2015,2016,5,9,10,3
050248,2016,2016,5.0000,9,10,3
050254,2014,2015,2,1,6,NULL
050254,2015,2016,1,4,4,7
050254,2016,2016,1.0000,4,4,7
050257,2014,2015,4,Not Available,Not Available,NULL
050257,2015,2016,4,Not Available,Not Available,Not Available
050257,2016,2016,4.0000,N/A,N/A,N/A
050261,2014,2015,8,10,10,NULL
050261,2015,2016,3,7,10,4
050261,2016,2016,3.0000,7,10,4
050262,2014,2015,10,8,8,NULL
050262,2015,2016,10,9,7,10
050262,2016,2016,10.0000,9,7,10
050272,2014,2015,3,2,5,NULL
050272,2015,2016,4,3,5,5
050272,2016,2016,4.0000,3,5,5
050276,2014,2015,10,1,10,NULL
050276,2015,2016,9,1,10,8
050276,2016,2016,9.0000,1,10,8
050278,2014,2015,10,7,8,NULL
050278,2015,2016,9,8,9,2
050278,2016,2016,9.0000,8,9,2
050279,2014,2015,5,1,7,NULL
050279,2015,2016,2,Not Available,1,1
050279,2016,2016,2.0000,N/A,1,1
050280,2014,2015,1,6,3,NULL
050280,2015,2016,1,6,8,5
050280,2016,2016,1.0000,6,8,5
050281,2014,2015,2,1,1,NULL
050281,2015,2016,1,1,1,2
050281,2016,2016,1.0000,1,1,2
050283,2014,2015,1,5,1,NULL
050283,2015,2016,2,1,1,2
050283,2016,2016,2.0000,1,1,2
050289,2014,2015,8,8,5,NULL
050289,2015,2016,9,4,5,4
050289,2016,2016,9.0000,4,5,4
050290,2014,2015,7,6,3,NULL
050290,2015,2016,8,8,5,8
050290,2016,2016,8.0000,8,5,8
050291,2014,2015,4,3,2,NULL
050291,2015,2016,1,5,2,9
050291,2016,2016,1.0000,5,2,9
050292,2014,2015,5,4,10,NULL
050292,2015,2016,4,3,10,10
050292,2016,2016,4.0000,3,10,10
050295,2014,2015,3,4,4,NULL
050295,2015,2016,6,1,2,10
050295,2016,2016,6.0000,1,2,10
050296,2014,2015,5,9,1,NULL
050296,2015,2016,4,10,1,Not Available
050296,2016,2016,4.0000,10,1,N/A
050298,2014,2015,2,Not Available,1,NULL
050298,2015,2016,3,1,4,1
050298,2016,2016,3.0000,1,4,1
050300,2014,2015,7,5,2,NULL
050300,2015,2016,4,6,3,6
050300,2016,2016,4.0000,6,3,6
050301,2014,2015,7,1,1,NULL
050301,2015,2016,8,1,1,4
050301,2016,2016,8.0000,1,1,4
050305,2014,2015,10,6,6,NULL
050305,2015,2016,10,4,4,9
050305,2016,2016,10.0000,4,4,9
050308,2014,2015,7,3,2,NULL
050308,2015,2016,2,1,2,2
050308,2016,2016,2.0000,1,2,2
050309,2014,2015,9,1,5,NULL
050309,2015,2016,8,2,4,2
050309,2016,2016,8.0000,2,4,2
050313,2014,2015,3,4,7,NULL
050313,2015,2016,6,7,6,4
050313,2016,2016,6.0000,7,6,4
050315,2014,2015,8,3,9,NULL
050315,2015,2016,10,2,10,10
050315,2016,2016,10.0000,2,10,10
050320,2014,2015,10,3,6,NULL
050320,2015,2016,10,4,9,9
050320,2016,2016,10.0000,4,9,9
050324,2014,2015,5,5,10,NULL
050324,2015,2016,3,6,9,8
050324,2016,2016,3.0000,6,9,8
050327,2014,2015,10,7,10,NULL
050327,2015,2016,10,7,9,4
050327,2016,2016,10.0000,7,9,4
050329,2014,2015,2,3,1,NULL
050329,2015,2016,2,1,2,4
050329,2016,2016,2.0000,1,2,4
050334,2014,2015,4,6,6,NULL
050334,2015,2016,5,6,5,1
050334,2016,2016,5.0000,6,5,1
050335,2014,2015,8,6,6,NULL
050335,2015,2016,10,1,10,9
050335,2016,2016,10.0000,1,10,9
050336,2014,2015,4,3,4,NULL
050336,2015,2016,9,6,7,4
050336,2016,2016,9.0000,6,7,4
050342,2014,2015,4,9,3,NULL
050342,2015,2016,2,5,7,Not Available
050342,2016,2016,2.0000,5,7,N/A
050348,2014,2015,8,5,7,NULL
050348,2015,2016,6,4,7,8
050348,2016,2016,6.0000,4,7,8
050350,2014,2015,7,3,8,NULL
050350,2015,2016,9,5,9,1
050350,2016,2016,9.0000,5,9,1
050351,2014,2015,9,2,9,NULL
050351,2015,2016,9,4,10,8
050351,2016,2016,9.0000,4,10,8
050352,2014,2015,10,Not Available,5,NULL
050352,2015,2016,8,Not Available,8,5
050352,2016,2016,8.0000,N/A,8,5
050353,2014,2015,1,9,7,NULL
050353,2015,2016,1,10,5,6
050353,2016,2016,1.0000,10,5,6
050357,2014,2015,4,Not Available,Not Available,NULL
050357,2015,2016,2,Not Available,Not Available,Not Available
050357,2016,2016,2.0000,N/A,N/A,N/A
050359,2014,2015,8,1,8,NULL
050359,2015,2016,10,1,7,10
050359,2016,2016,10.0000,1,7,10
050360,2014,2015,10,8,6,NULL
050360,2015,2016,10,6,9,6
050360,2016,2016,10.0000,6,9,6
050367,2014,2015,6,9,5,NULL
050367,2015,2016,9,9,9,3
050367,2016,2016,9.0000,9,9,3
050373,2014,2015,10,4,7,NULL
050373,2015,2016,2,4,7,1
050373,2016,2016,2.0000,4,7,1
050376,2014,2015,10,7,9,NULL
050376,2015,2016,5,7,10,7
050376,2016,2016,5.0000,7,10,7
050378,2014,2015,3,10,10,NULL
050378,2015,2016,4,10,10,Not Available
050378,2016,2016,4.0000,10,10,N/A
050380,2014,2015,10,5,8,NULL
050380,2015,2016,9,4,6,8
050380,2016,2016,9.0000,4,6,8
050382,2014,2015,8,7,4,NULL
050382,2015,2016,7,6,5,6
050382,2016,2016,7.0000,6,5,6
050390,2014,2015,8,10,7,NULL
050390,2015,2016,4,4,6,3
050390,2016,2016,4.0000,4,6,3
050393,2014,2015,7,7,8,NULL
050393,2015,2016,3,8,7,2
050393,2016,2016,3.0000,8,7,2
050394,2014,2015,6,1,2,NULL
050394,2015,2016,4,3,2,2
050394,2016,2016,4.0000,3,2,2
050396,2014,2015,9,3,6,NULL
050396,2015,2016,4,3,7,8
050396,2016,2016,4.0000,3,7,8
050397,2014,2015,7,Not Available,Not Available,NULL
050397,2015,2016,Not Available,Not Available,Not Available,Not Available
050397,2016,2016,N/A,N/A,N/A,N/A
050407,2014,2015,6,Not Available,1,NULL
050407,2015,2016,5,Not Available,1,1
050407,2016,2016,5.0000,N/A,1,1
050411,2014,2015,6,6,3,NULL
050411,2015,2016,6,1,2,3
050411,2016,2016,6.0000,1,2,3
050414,2014,2015,9,1,6,NULL
050414,2015,2016,9,1,7,8
050414,2016,2016,9.0000,1,7,8
050417,2014,2015,6,Not Available,1,NULL
050417,2015,2016,3,Not Available,1,8
050417,2016,2016,3.0000,N/A,1,8
050423,2014,2015,4,Not Available,Not Available,NULL
050423,2015,2016,6,Not Available,Not Available,Not Available
050423,2016,2016,6.0000,N/A,N/A,N/A
050424,2014,2015,10,8,10,NULL
050424,2015,2016,9,10,10,7
050424,2016,2016,9.0000,10,10,7
050425,2014,2015,2,3,9,NULL
050425,2015,2016,5,5,10,8
050425,2016,2016,5.0000,5,10,8
050426,2014,2015,1,3,2,NULL
050426,2015,2016,1,1,4,3
050426,2016,2016,1.0000,1,4,3
050434,2014,2015,6,Not Available,Not Available,NULL
050434,2015,2016,6,Not Available,Not Available,Not Available
050434,2016,2016,6.0000,N/A,N/A,N/A
050435,2014,2015,6,Not Available,Not Available,NULL
050435,2015,2016,4,Not Available,Not Available,Not Available
050438,2014,2015,10,3,5,NULL
050438,2015,2016,10,4,6,6
050438,2016,2016,10.0000,4,6,6
050441,2014,2015,9,5,5,NULL
050441,2015,2016,7,7,8,8
050441,2016,2016,7.0000,7,8,8
050444,2014,2015,8,9,2,NULL
050444,2015,2016,6,3,3,3
050444,2016,2016,6.0000,3,3,3
050454,2014,2015,1,8,6,NULL
050454,2015,2016,2,7,5,8
050454,2016,2016,2.0000,7,5,8
050455,2014,2015,7,8,8,NULL
050455,2015,2016,6,8,7,9
050455,2016,2016,6.0000,8,7,9
050457,2014,2015,2,1,4,NULL
050457,2015,2016,3,3,2,1
050457,2016,2016,3.0000,3,2,1
050464,2014,2015,7,4,3,NULL
050464,2015,2016,8,4,2,5
050464,2016,2016,8.0000,4,2,5
050468,2014,2015,3,9,5,NULL
050468,2015,2016,3,8,6,10
050468,2016,2016,3.0000,8,6,10
050471,2014,2015,8,6,8,NULL
050471,2015,2016,3,8,8,8
050471,2016,2016,3.0000,8,8,8
050481,2014,2015,3,9,7,NULL
050481,2015,2016,7,10,9,4
050481,2016,2016,7.0000,10,9,4
050485,2014,2015,9,7,9,NULL
050485,2015,2016,9,9,9,7
050485,2016,2016,9.0000,9,9,7
050488,2014,2015,8,4,7,NULL
050488,2015,2016,7,6,9,9
050488,2016,2016,7.0000,6,9,9
050492,2014,2015,10,9,7,NULL
050492,2015,2016,10,7,9,4
050492,2016,2016,10.0000,7,9,4
050496,2014,2015,7,10,8,NULL
050496,2015,2016,6,9,9,9
050496,2016,2016,6.0000,9,9,9
050498,2014,2015,10,1,3,NULL
050498,2015,2016,8,1,3,6
050498,2016,2016,8.0000,1,3,6
050502,2014,2015,4,3,10,NULL
050502,2015,2016,1,1,10,8
050502,2016,2016,1.0000,1,10,8
050503,2014,2015,8,6,10,NULL
050503,2015,2016,3,9,10,9
050503,2016,2016,3.0000,9,10,9
050506,2014,2015,3,4,3,NULL
050506,2015,2016,4,7,3,3
050506,2016,2016,4.0000,7,3,3
050510,2014,2015,8,8,4,NULL
050510,2015,2016,7,4,8,2
050510,2016,2016,7.0000,4,8,2
050512,2014,2015,10,3,8,NULL
050512,2015,2016,10,5,9,10
050512,2016,2016,10.0000,5,9,10
050515,2014,2015,4,1,4,NULL
050515,2015,2016,7,2,4,7
050515,2016,2016,7.0000,2,4,7
050516,2014,2015,9,5,4,NULL
050516,2015,2016,10,4,5,8
050516,2016,2016,10.0000,4,5,8
050517,2014,2015,2,1,9,NULL
050517,2015,2016,2,1,1,1
050517,2016,2016,2.0000,1,1,1
050523,2014,2015,8,9,2,NULL
050523,2015,2016,3,8,4,6
050523,2016,2016,3.0000,8,4,6
050526,2014,2015,1,10,3,NULL
050526,2015,2016,1,10,3,Not Available
050526,2016,2016,1.0000,10,3,N/A
050528,2014,2015,5,Not Available,Not Available,NULL
050528,2015,2016,5,Not Available,Not Available,Not Available
050528,2016,2016,5.0000,N/A,N/A,N/A
050534,2014,2015,2,8,2,NULL
050534,2015,2016,3,3,6,5
050534,2016,2016,3.0000,3,6,5
050537,2014,2015,9,1,1,NULL
050537,2015,2016,9,1,1,1
050537,2016,2016,9.0000,1,1,1
050541,2014,2015,8,8,10,NULL
050541,2015,2016,10,7,10,7
050541,2016,2016,10.0000,7,10,7
050543,2014,2015,7,Not Available,Not Available,NULL
050543,2015,2016,6,Not Available,Not Available,Not Available
050543,2016,2016,6.0000,N/A,N/A,N/A
050545,2015,2016,7,Not Available,Not Available,10
050546,2014,2015,7,10,10,NULL
050546,2015,2016,7,10,10,10
050547,2014,2015,7,Not Available,Not Available,NULL
050547,2015,2016,9,Not Available,Not Available,Not Available
050548,2015,2016,7,Not Available,Not Available,10
050549,2014,2015,9,5,9,NULL
050549,2015,2016,9,3,7,8
050549,2016,2016,9.0000,3,7,8
050551,2014,2015,8,3,8,NULL
050551,2015,2016,2,1,6,7
050551,2016,2016,2.0000,1,6,7
050552,2014,2015,8,Not Available,Not Available,NULL
050552,2015,2016,8,Not Available,Not Available,Not Available
050552,2016,2016,8.0000,N/A,N/A,N/A
050557,2014,2015,10,2,7,NULL
050557,2015,2016,9,8,8,9
050557,2016,2016,9.0000,8,8,9
050561,2014,2015,2,5,6,NULL
050561,2015,2016,2,6,5,2
050561,2016,2016,2.0000,6,5,2
050567,2014,2015,10,4,5,NULL
050567,2015,2016,10,6,5,10
050567,2016,2016,10.0000,6,5,10
050568,2014,2015,6,1,10,NULL
050568,2015,2016,1,9,3,8
050568,2016,2016,1.0000,9,3,8
050570,2014,2015,4,7,3,NULL
050570,2015,2016,3,4,3,4
050570,2016,2016,3.0000,4,3,4
050573,2014,2015,4,3,5,NULL
050573,2015,2016,1,3,5,8
050573,2016,2016,1.0000,3,5,8
050575,2014,2015,1,3,1,NULL
050575,2015,2016,4,8,1,1
050575,2016,2016,4.0000,8,1,1
050580,2014,2015,1,6,3,NULL
050580,2015,2016,2,1,7,8
050580,2016,2016,2.0000,1,7,8
050581,2014,2015,4,3,2,NULL
050581,2015,2016,1,4,2,6
050581,2016,2016,1.0000,4,2,6
050586,2014,2015,1,1,1,NULL
050586,2015,2016,1,1,2,8
050586,2016,2016,1.0000,1,2,8
050588,2014,2015,4,5,1,NULL
050588,2015,2016,5,5,1,3
050588,2016,2016,5.0000,5,1,3
050589,2014,2015,6,10,8,NULL
050589,2015,2016,4,10,6,10
050589,2016,2016,4.0000,10,6,10
050590,2014,2015,8,3,2,NULL
050590,2015,2016,5,1,2,2
050590,2016,2016,5.0000,1,2,2
050597,2014,2015,3,10,1,NULL
050597,2015,2016,5,1,3,8
050597,2016,2016,5.0000,1,3,8
050599,2014,2015,10,6,7,NULL
050599,2015,2016,9,6,5,5
050599,2016,2016,9.0000,6,5,5
050603,2014,2015,8,4,10,NULL
050603,2015,2016,9,3,10,5
050603,2016,2016,9.0000,3,10,5
050604,2014,2015,9,3,9,NULL
050604,2015,2016,9,10,7,5
050604,2016,2016,9.0000,10,7,5
050608,2014,2015,10,Not Available,1,NULL
050608,2015,2016,10,Not Available,Not Available,Not Available
050608,2016,2016,10.0000,N/A,N/A,N/A
050609,2014,2015,3,4,6,NULL
050609,2015,2016,3,5,6,4
050609,2016,2016,3.0000,5,6,4
050616,2014,2015,8,1,4,NULL
050616,2015,2016,3,1,3,3
050616,2016,2016,3.0000,1,3,3
050618,2014,2015,6,Not Available,Not Available,NULL
050624,2014,2015,10,5,4,NULL
050624,2015,2016,9,7,3,3
050624,2016,2016,9.0000,7,3,3
050625,2014,2015,9,4,7,NULL
050625,2015,2016,9,3,8,9
050625,2016,2016,9.0000,3,8,9
050633,2014,2015,9,9,8,NULL
050633,2015,2016,9,1,5,9
050633,2016,2016,9.0000,1,5,9
050636,2014,2015,8,3,10,NULL
050636,2015,2016,8,3,10,6
050636,2016,2016,8.0000,3,10,6
050641,2014,2015,5,10,9,NULL
050641,2015,2016,6,10,9,Not Available
050641,2016,2016,6.0000,10,9,N/A
050663,2014,2015,1,4,1,NULL
050663,2015,2016,1,9,1,1
050663,2016,2016,1.0000,9,1,1
050668,2014,2015,7,Not Available,Not Available,NULL
050668,2015,2016,Not Available,Not Available,Not Available,Not Available
050668,2016,2016,N/A,N/A,N/A,N/A
050674,2014,2015,7,2,8,NULL
050674,2015,2016,9,3,9,8
050674,2016,2016,9.0000,3,9,8
050677,2014,2015,7,1,10,NULL
050677,2015,2016,4,4,10,3
050677,2016,2016,4.0000,4,10,3
050678,2014,2015,8,3,3,NULL
050678,2015,2016,5,5,2,5
050678,2016,2016,5.0000,5,2,5
050684,2014,2015,1,9,9,NULL
050684,2015,2016,4,7,4,4
050684,2016,2016,4.0000,7,4,4
050686,2014,2015,3,3,4,NULL
050686,2015,2016,7,3,4,2
050686,2016,2016,7.0000,3,4,2
050688,2014,2015,7,5,8,NULL
050688,2015,2016,7,8,5,3
050688,2016,2016,7.0000,8,5,3
050689,2014,2015,8,1,3,NULL
050689,2015,2016,9,1,5,6
050689,2016,2016,9.0000,1,5,6
050690,2014,2015,4,1,8,NULL
050690,2015,2016,7,4,6,9
050690,2016,2016,7.0000,4,6,9
050696,2014,2015,10,8,10,NULL
050696,2015,2016,10,8,9,5
050696,2016,2016,10.0000,8,9,5
050697,2014,2015,5,Not Available,Not Available,NULL
050697,2015,2016,7,Not Available,Not Available,Not Available
050697,2016,2016,7.0000,N/A,N/A,N/A
050701,2014,2015,6,2,1,NULL
050701,2015,2016,4,1,1,2
050701,2016,2016,4.0000,1,1,2
050704,2014,2015,5,10,10,NULL
050704,2015,2016,4,10,7,Not Available
050704,2016,2016,4.0000,10,7,N/A
050708,2014,2015,8,Not Available,Not Available,NULL
050708,2015,2016,3,Not Available,Not Available,Not Available
050708,2016,2016,3.0000,N/A,N/A,N/A
050709,2014,2015,1,6,2,NULL
