ProviderId,DataYear,PAYM_30_AMI_Payment,PAYM_30_HF_Payment,PAYM_30_PN_Payment,PAYM_30_AMI_LowerEstimate,PAYM_30_HF_LowerEstimate,PAYM_30_PN_LowerEstimate,PAYM_30_AMI_HigherEstimate,PAYM_30_HF_HigherEstimate,PAYM_30_PN_HigherEstimate,PAYM_30_AMI_Denominator,PAYM_30_HF_Denominator,PAYM_30_PN_Denominator,PAYM_30_AMI_NationalComparisonCategory,PAYM_30_HF_NationalComparisonCategory,PAYM_30_PN_NationalComparisonCategory
160028,2015,"$21,595","$14,088","$13,469","$19,351","$12,602","$12,242","$24,102","$15,644","$14,702",103,136,159,No Different than the National Average Payment,No Different than the National Average Payment,No Different than the National Average Payment
160029,2015,"$18,355","$13,358","$12,171","$17,010","$12,374","$11,298","$19,730","$14,338","$13,082",246,290,278,Less than the National Average Payment,Less than the National Average Payment,Less than the National Average Payment
160030,2016,"$22,956","$15,068","$13,589","$21,319","$14,017","$12,765","$24,754","$16,190","$14,405",241,327,430,No Different than the National Average Payment,No Different than the National Average Payment,Less than the National Average Payment
160032,2016,Not Available,"$12,964","$13,752",Not Available,"$11,469","$12,482",Not Available,"$14,554","$15,008",Not Available,90,172,Number of Cases Too Small,Less than the National Average Payment,No Different than the National Average Payment
160033,2016,"$23,728","$16,157","$15,270","$22,183","$15,300","$14,593","$25,398","$17,052","$15,927",410,628,792,No Different than the National Average Payment,No Different than the National Average Payment,No Different than the National Average Payment
160045,2014,23241,NULL,NULL,21524,NULL,NULL,25033,NULL,NULL,273,NULL,NULL,Greater than the National Average Payment,NULL,NULL
16004F,2014,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Missing,NULL,NULL
160058,2014,21726,NULL,NULL,19908,NULL,NULL,23760,NULL,NULL,188,NULL,NULL,No Different than the National Average Payment,NULL,NULL
160064,2015,"$23,904","$16,478","$13,819","$22,364","$15,505","$12,971","$25,568","$17,452","$14,700",402,486,382,Greater than the National Average Payment,Greater than the National Average Payment,No Different than the National Average Payment
160069,2016,"$22,194","$15,112","$14,009","$20,142","$13,717","$12,794","$24,336","$16,552","$15,259",130,171,180,No Different than the National Average Payment,No Different than the National Average Payment,No Different than the National Average Payment
160079,2016,"$20,556","$14,940","$13,725","$19,124","$13,903","$13,102","$22,102","$16,023","$14,364",264,349,769,Less than the National Average Payment,No Different than the National Average Payment,Less than the National Average Payment
160082,2016,"$20,779","$14,531","$13,718","$19,556","$13,677","$13,005","$22,123","$15,446","$14,419",402,481,581,Less than the National Average Payment,Less than the National Average Payment,Less than the National Average Payment
160083,2015,"$22,842","$15,731","$13,761","$21,663","$15,048","$13,180","$24,094","$16,415","$14,345",645,984,882,No Different than the National Average Payment,No Different than the National Average Payment,No Different than the National Average Payment
160089,2014,21272,NULL,NULL,19496,NULL,NULL,23279,NULL,NULL,161,NULL,NULL,No Different than the National Average Payment,NULL,NULL
160104,2014,20088,NULL,NULL,17646,NULL,NULL,22745,NULL,NULL,60,NULL,NULL,No Different than the National Average Payment,NULL,NULL
160112,2015,Not Available,"$12,393","$12,152",Not Available,"$11,038","$11,063",Not Available,"$13,851","$13,249",Not Available,106,188,Number of Cases Too Small,Less than the National Average Payment,Less than the National Average Payment
160117,2016,"$24,016","$16,273","$15,798","$21,472","$14,856","$14,579","$27,137","$17,717","$17,004",81,196,240,No Different than the National Average Payment,No Different than the National Average Payment,No Different than the National Average Payment
160122,2014,18976,NULL,NULL,16532,NULL,NULL,22018,NULL,NULL,35,NULL,NULL,No Different than the National Average Payment,NULL,NULL
160124,2015,Not Available,"$12,703","$12,209",Not Available,"$10,906","$11,031",Not Available,"$14,859","$13,360",Not Available,46,157,Number of Cases Too Small,Less than the National Average Payment,Less than the National Average Payment
150061,2014,22468,NULL,NULL,19385,NULL,NULL,26089,NULL,NULL,39,NULL,NULL,No Different than the National Average Payment,NULL,NULL
150064,2015,"$22,209","$13,754","$13,507","$19,042","$11,993","$12,199","$25,856","$15,819","$14,770",29,69,165,No Different than the National Average Payment,No Different than the National Average Payment,No Different than the National Average Payment
150065,2015,"$19,122","$13,883","$13,987","$16,612","$12,388","$12,630","$22,089","$15,607","$15,356",30,100,157,No Different than the National Average Payment,No Different than the National Average Payment,No Different than the National Average Payment
150069,2016,"$24,158","$16,787","$15,029","$21,188","$15,362","$13,725","$27,357","$18,366","$16,320",51,192,182,No Different than the National Average Payment,No Different than the National Average Payment,No Different than the National Average Payment
150072,2016,Not Available,"$15,682","$15,249",Not Available,"$14,070","$13,898",Not Available,"$17,541","$16,615",Not Available,109,190,Number of Cases Too Small,No Different than the National Average Payment,No Different than the National Average Payment
150075,2014,20876,NULL,NULL,17876,NULL,NULL,24332,NULL,NULL,27,NULL,NULL,No Different than the National Average Payment,NULL,NULL
150076,2014,20169,NULL,NULL,17644,NULL,NULL,23051,NULL,NULL,50,NULL,NULL,No Different than the National Average Payment,NULL,NULL
150082,2016,"$22,580","$15,922","$14,846","$21,158","$15,206","$14,210","$24,055","$16,638","$15,458",400,"1,004",915,No Different than the National Average Payment,No Different than the National Average Payment,No Different than the National Average Payment
150086,2015,"$20,225","$14,881","$14,464","$17,930","$13,437","$13,176","$22,998","$16,458","$15,750",66,149,173,No Different than the National Average Payment,No Different than the National Average Payment,No Different than the National Average Payment
150088,2015,"$19,526","$16,416","$15,511","$17,324","$15,035","$14,633","$22,060","$17,833","$16,407",64,238,454,No Different than the National Average Payment,No Different than the National Average Payment,Greater than the National Average Payment
150089,2015,"$22,543","$16,390","$14,065","$21,169","$15,466","$13,417","$24,045","$17,359","$14,681",436,581,700,No Different than the National Average Payment,Greater than the National Average Payment,No Different than the National Average Payment
150090,2015,"$23,139","$16,001","$15,676","$20,803","$14,951","$14,503","$25,755","$17,112","$16,885",130,367,242,No Different than the National Average Payment,No Different than the National Average Payment,Greater than the National Average Payment
150091,2015,Not Available,"$14,239","$14,546",Not Available,"$12,525","$13,052",Not Available,"$16,168","$16,018",Not Available,74,120,Number of Cases Too Small,No Different than the National Average Payment,No Different than the National Average Payment
150097,2014,20715,NULL,NULL,17789,NULL,NULL,24231,NULL,NULL,27,NULL,NULL,No Different than the National Average Payment,NULL,NULL
150100,2015,"$22,906","$15,457","$15,093","$21,239","$14,628","$14,212","$24,727","$16,400","$16,039",299,500,418,No Different than the National Average Payment,No Different than the National Average Payment,No Different than the National Average Payment
150101,2015,Not Available,"$13,377","$12,373",Not Available,"$11,384","$11,019",Not Available,"$15,745","$13,767",Not Available,43,101,Number of Cases Too Small,No Different than the National Average Payment,Less than the National Average Payment
150104,2014,18840,NULL,NULL,16462,NULL,NULL,21529,NULL,NULL,45,NULL,NULL,No Different than the National Average Payment,NULL,NULL
150109,2016,"$21,298","$15,596","$14,843","$19,715","$14,446","$13,431","$23,067","$16,836","$16,252",255,291,132,No Different than the National Average Payment,No Different than the National Average Payment,No Different than the National Average Payment
150112,2014,23741,NULL,NULL,21996,NULL,NULL,25684,NULL,NULL,268,NULL,NULL,Greater than the National Average Payment,NULL,NULL
150113,2015,"$25,392","$14,836","$15,047","$22,423","$13,733","$14,059","$28,918","$15,971","$16,095",68,305,316,Greater than the National Average Payment,No Different than the National Average Payment,No Different than the National Average Payment
150115,2015,"$19,820","$14,748","$14,901","$18,350","$13,615","$13,835","$21,380","$15,985","$15,981",260,270,281,Less than the National Average Payment,No Different than the National Average Payment,No Different than the National Average Payment
150133,2016,"$22,135","$16,160","$14,650","$19,332","$14,643","$13,306","$25,165","$17,856","$15,926",42,143,170,No Different than the National Average Payment,No Different than the National Average Payment,No Different than the National Average Payment
150146,2014,Not Available,NULL,NULL,Not Available,NULL,NULL,Not Available,NULL,NULL,Not Available,NULL,NULL,Number of Cases Too Small,NULL,NULL
150149,2014,Not Available,NULL,NULL,Not Available,NULL,NULL,Not Available,NULL,NULL,Not Available,NULL,NULL,Not Available,NULL,NULL
150153,2016,"$21,293","$16,353",Not Available,"$20,285","$15,328",Not Available,"$22,342","$17,457",Not Available,728,398,Not Available,Less than the National Average Payment,No Different than the National Average Payment,Number of Cases Too Small
150157,2015,Not Available,"$16,137","$15,239",Not Available,"$13,922","$13,311",Not Available,"$18,735","$17,231",Not Available,48,67,Number of Cases Too Small,No Different than the National Average Payment,No Different than the National Average Payment
140046,2014,20668,NULL,NULL,19282,NULL,NULL,22258,NULL,NULL,306,NULL,NULL,No Different than the National Average Payment,NULL,NULL
140048,2016,"$23,185","$16,109","$14,816","$20,906","$14,933","$13,464","$25,703","$17,302","$16,159",126,291,147,No Different than the National Average Payment,No Different than the National Average Payment,No Different than the National Average Payment
140049,2014,22109,NULL,NULL,19746,NULL,NULL,24818,NULL,NULL,100,NULL,NULL,No Different than the National Average Payment,NULL,NULL
14004F,2014,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Missing,NULL,NULL
140052,2014,21595,NULL,NULL,19208,NULL,NULL,24308,NULL,NULL,73,NULL,NULL,No Different than the National Average Payment,NULL,NULL
140054,2016,"$23,759","$16,166","$14,592","$21,767","$15,059","$13,578","$26,175","$17,401","$15,601",187,338,285,No Different than the National Average Payment,No Different than the National Average Payment,No Different than the National Average Payment
140058,2015,Not Available,"$13,141","$12,564",Not Available,"$11,960","$11,789",Not Available,"$14,521","$13,361",Not Available,168,418,Number of Cases Too Small,Less than the National Average Payment,Less than the National Average Payment
140064,2015,"$20,131","$14,121","$13,979","$17,827","$12,829","$12,791","$22,684","$15,451","$15,192",69,177,216,No Different than the National Average Payment,No Different than the National Average Payment,No Different than the National Average Payment
140065,2016,"$23,100","$17,353","$14,962","$20,932","$16,388","$14,059","$25,572","$18,388","$15,833",122,517,425,No Different than the National Average Payment,Greater than the National Average Payment,No Different than the National Average Payment
140067,2014,21630,NULL,NULL,20418,NULL,NULL,22963,NULL,NULL,496,NULL,NULL,No Different than the National Average Payment,NULL,NULL
140077,2016,Not Available,"$15,095","$14,607",Not Available,"$12,833","$12,206",Not Available,"$17,683","$17,048",Not Available,31,31,Number of Cases Too Small,No Different than the National Average Payment,No Different than the National Average Payment
14007F,2015,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
140082,2014,21658,NULL,NULL,19400,NULL,NULL,24062,NULL,NULL,121,NULL,NULL,No Different than the National Average Payment,NULL,NULL
